gene_id_entrez,chrom,start,end,mean_methylation,mean_expression
169270,chr8,231880,231881,0,120.17539215686274
169270,chr8,231883,231884,0,120.17539215686274
169270,chr8,231884,231885,0,120.17539215686274
169270,chr8,231889,231890,0,120.17539215686274
169270,chr8,231890,231891,0,120.17539215686274
169270,chr8,231910,231911,0,120.17539215686274
169270,chr8,231911,231912,0,120.17539215686274
169270,chr8,231922,231923,0,120.17539215686274
169270,chr8,231923,231924,0,120.17539215686274
169270,chr8,231933,231934,0,120.17539215686274
169270,chr8,231934,231935,0,120.17539215686274
169270,chr8,231936,231937,0,120.17539215686274
169270,chr8,231937,231938,0,120.17539215686274
169270,chr8,231938,231939,0,120.17539215686274
169270,chr8,231939,231940,0,120.17539215686274
169270,chr8,231942,231943,0,120.17539215686274
169270,chr8,231943,231944,0,120.17539215686274
169270,chr8,231944,231945,0,120.17539215686274
169270,chr8,231945,231946,0,120.17539215686274
169270,chr8,231951,231952,0,120.17539215686274
169270,chr8,231952,231953,0,120.17539215686274
169270,chr8,231955,231956,0,120.17539215686274
169270,chr8,231956,231957,0,120.17539215686274
169270,chr8,231957,231958,0,120.17539215686274
169270,chr8,231958,231959,0,120.17539215686274
169270,chr8,231959,231960,0,120.17539215686274
169270,chr8,231960,231961,0,120.17539215686274
169270,chr8,231964,231965,0,120.17539215686274
169270,chr8,231965,231966,0,120.17539215686274
169270,chr8,231967,231968,0,120.17539215686274
169270,chr8,231968,231969,0,120.17539215686274
169270,chr8,231977,231978,0,120.17539215686274
169270,chr8,231978,231979,0,120.17539215686274
169270,chr8,231999,232000,0,120.17539215686274
169270,chr8,232000,232001,0,120.17539215686274
169270,chr8,232006,232007,0,120.17539215686274
169270,chr8,232007,232008,0,120.17539215686274
169270,chr8,232012,232013,0,120.17539215686274
169270,chr8,232013,232014,0,120.17539215686274
169270,chr8,232014,232015,0,120.17539215686274
169270,chr8,232015,232016,0,120.17539215686274
169270,chr8,232028,232029,0,120.17539215686274
169270,chr8,232029,232030,0,120.17539215686274
169270,chr8,232035,232036,0,120.17539215686274
169270,chr8,232036,232037,0,120.17539215686274
169270,chr8,232041,232042,0,120.17539215686274
169270,chr8,232042,232043,0,120.17539215686274
169270,chr8,232053,232054,0,120.17539215686274
169270,chr8,232054,232055,0,120.17539215686274
169270,chr8,232059,232060,0,120.17539215686274
169270,chr8,232060,232061,0,120.17539215686274
169270,chr8,232061,232062,0,120.17539215686274
169270,chr8,232062,232063,0,120.17539215686274
169270,chr8,232067,232068,0,120.17539215686274
169270,chr8,232068,232069,0,120.17539215686274
169270,chr8,232070,232071,0,120.17539215686274
169270,chr8,232071,232072,0,120.17539215686274
169270,chr8,232072,232073,0,120.17539215686274
169270,chr8,232073,232074,0,120.17539215686274
169270,chr8,232074,232075,0,120.17539215686274
169270,chr8,232075,232076,0,120.17539215686274
169270,chr8,232077,232078,0,120.17539215686274
169270,chr8,232078,232079,0,120.17539215686274
169270,chr8,232082,232083,0,120.17539215686274
169270,chr8,232083,232084,0,120.17539215686274
169270,chr8,232094,232095,0,120.17539215686274
169270,chr8,232095,232096,0,120.17539215686274
169270,chr8,232100,232101,0,120.17539215686274
169270,chr8,232101,232102,0,120.17539215686274
169270,chr8,232116,232117,0,120.17539215686274
169270,chr8,232117,232118,0,120.17539215686274
169270,chr8,232118,232119,0,120.17539215686274
169270,chr8,232119,232120,0,120.17539215686274
169270,chr8,232153,232154,0,120.17539215686274
169270,chr8,232154,232155,0,120.17539215686274
169270,chr8,232155,232156,0,120.17539215686274
169270,chr8,232156,232157,0,120.17539215686274
169270,chr8,232163,232164,0,120.17539215686274
169270,chr8,232164,232165,0,120.17539215686274
169270,chr8,232171,232172,0,120.17539215686274
169270,chr8,232172,232173,0,120.17539215686274
169270,chr8,232175,232176,0,120.17539215686274
169270,chr8,232176,232177,0,120.17539215686274
169270,chr8,232192,232193,0,120.17539215686274
169270,chr8,232193,232194,0,120.17539215686274
169270,chr8,232195,232196,0,120.17539215686274
169270,chr8,232196,232197,0,120.17539215686274
169270,chr8,232203,232204,0,120.17539215686274
169270,chr8,232204,232205,0,120.17539215686274
169270,chr8,232205,232206,0,120.17539215686274
169270,chr8,232206,232207,0,120.17539215686274
169270,chr8,232215,232216,0,120.17539215686274
169270,chr8,232216,232217,0,120.17539215686274
169270,chr8,232218,232219,0,120.17539215686274
169270,chr8,232219,232220,0,120.17539215686274
169270,chr8,232242,232243,0,120.17539215686274
169270,chr8,232243,232244,0,120.17539215686274
169270,chr8,232244,232245,0,120.17539215686274
169270,chr8,232245,232246,0,120.17539215686274
169270,chr8,232246,232247,0,120.17539215686274
169270,chr8,232247,232248,0,120.17539215686274
169270,chr8,232251,232252,0,120.17539215686274
169270,chr8,232252,232253,0,120.17539215686274
169270,chr8,232257,232258,0,120.17539215686274
169270,chr8,232258,232259,0,120.17539215686274
169270,chr8,232265,232266,0,120.17539215686274
169270,chr8,232266,232267,0,120.17539215686274
169270,chr8,232277,232278,0,120.17539215686274
169270,chr8,232278,232279,0,120.17539215686274
169270,chr8,232287,232288,0,120.17539215686274
169270,chr8,232288,232289,0,120.17539215686274
169270,chr8,232295,232296,0,120.17539215686274
169270,chr8,232296,232297,0,120.17539215686274
169270,chr8,232300,232301,0,120.17539215686274
169270,chr8,232301,232302,0,120.17539215686274
169270,chr8,232305,232306,0,120.17539215686274
169270,chr8,232306,232307,0,120.17539215686274
169270,chr8,232311,232312,0,120.17539215686274
169270,chr8,232312,232313,0,120.17539215686274
169270,chr8,232340,232341,0,120.17539215686274
169270,chr8,232341,232342,0,120.17539215686274
169270,chr8,232344,232345,0,120.17539215686274
169270,chr8,232345,232346,0,120.17539215686274
169270,chr8,232351,232352,0,120.17539215686274
169270,chr8,232352,232353,0,120.17539215686274
169270,chr8,232358,232359,0,120.17539215686274
169270,chr8,232359,232360,0,120.17539215686274
169270,chr8,232360,232361,0,120.17539215686274
169270,chr8,232361,232362,0,120.17539215686274
169270,chr8,232362,232363,0,120.17539215686274
169270,chr8,232363,232364,0,120.17539215686274
169270,chr8,232365,232366,0,120.17539215686274
169270,chr8,232366,232367,0,120.17539215686274
169270,chr8,232380,232381,0,120.17539215686274
169270,chr8,232381,232382,0,120.17539215686274
169270,chr8,232386,232387,50,120.17539215686274
169270,chr8,232387,232388,0,120.17539215686274
169270,chr8,232395,232396,0,120.17539215686274
169270,chr8,232396,232397,0,120.17539215686274
169270,chr8,232401,232402,0,120.17539215686274
169270,chr8,232402,232403,0,120.17539215686274
169270,chr8,232408,232409,0,120.17539215686274
169270,chr8,232409,232410,0,120.17539215686274
169270,chr8,232412,232413,0,120.17539215686274
169270,chr8,232413,232414,0,120.17539215686274
169270,chr8,232427,232428,0,120.17539215686274
169270,chr8,232428,232429,0,120.17539215686274
169270,chr8,232452,232453,0,120.17539215686274
169270,chr8,232453,232454,0,120.17539215686274
169270,chr8,232468,232469,0,120.17539215686274
169270,chr8,232469,232470,17,120.17539215686274
169270,chr8,232471,232472,0,120.17539215686274
169270,chr8,232472,232473,0,120.17539215686274
169270,chr8,232484,232485,0,120.17539215686274
169270,chr8,232485,232486,0,120.17539215686274
169270,chr8,232501,232502,0,120.17539215686274
169270,chr8,232502,232503,0,120.17539215686274
169270,chr8,232503,232504,0,120.17539215686274
169270,chr8,232504,232505,0,120.17539215686274
169270,chr8,232518,232519,0,120.17539215686274
169270,chr8,232519,232520,0,120.17539215686274
169270,chr8,232525,232526,0,120.17539215686274
169270,chr8,232526,232527,0,120.17539215686274
169270,chr8,232536,232537,0,120.17539215686274
26260,chr8,404506,404507,0,958.564705882353
26260,chr8,404507,404508,0,958.564705882353
26260,chr8,404519,404520,0,958.564705882353
26260,chr8,404520,404521,0,958.564705882353
26260,chr8,404576,404577,83,958.564705882353
26260,chr8,404577,404578,35,958.564705882353
26260,chr8,404618,404619,0,958.564705882353
26260,chr8,404619,404620,0,958.564705882353
26260,chr8,404759,404760,100,958.564705882353
26260,chr8,404760,404761,84,958.564705882353
26260,chr8,404799,404800,17,958.564705882353
26260,chr8,404800,404801,71,958.564705882353
26260,chr8,405301,405302,100,958.564705882353
26260,chr8,405302,405303,67,958.564705882353
26260,chr8,405499,405500,100,958.564705882353
26260,chr8,405500,405501,100,958.564705882353
26260,chr8,405502,405503,100,958.564705882353
26260,chr8,405503,405504,100,958.564705882353
26260,chr8,405579,405580,17,958.564705882353
26260,chr8,405580,405581,52,958.564705882353
26260,chr8,405585,405586,25,958.564705882353
26260,chr8,405586,405587,46,958.564705882353
26260,chr8,405665,405666,97,958.564705882353
26260,chr8,405666,405667,91,958.564705882353
26260,chr8,405710,405711,96,958.564705882353
26260,chr8,405711,405712,100,958.564705882353
26260,chr8,405821,405822,92,958.564705882353
26260,chr8,405822,405823,100,958.564705882353
26260,chr8,405878,405879,97,958.564705882353
26260,chr8,405879,405880,0,958.564705882353
26260,chr8,406161,406162,0,958.564705882353
26260,chr8,406162,406163,0,958.564705882353
26260,chr8,406195,406196,0,958.564705882353
26260,chr8,406196,406197,0,958.564705882353
26260,chr8,406202,406203,0,958.564705882353
26260,chr8,406203,406204,0,958.564705882353
26260,chr8,406223,406224,0,958.564705882353
26260,chr8,406224,406225,0,958.564705882353
26260,chr8,406237,406238,0,958.564705882353
26260,chr8,406238,406239,0,958.564705882353
26260,chr8,406246,406247,0,958.564705882353
26260,chr8,406247,406248,0,958.564705882353
26260,chr8,406272,406273,0,958.564705882353
26260,chr8,406273,406274,0,958.564705882353
26260,chr8,406295,406296,0,958.564705882353
26260,chr8,406296,406297,5,958.564705882353
26260,chr8,406335,406336,0,958.564705882353
26260,chr8,406336,406337,0,958.564705882353
26260,chr8,406374,406375,0,958.564705882353
26260,chr8,406375,406376,0,958.564705882353
26260,chr8,406384,406385,0,958.564705882353
26260,chr8,406385,406386,0,958.564705882353
26260,chr8,406405,406406,0,958.564705882353
26260,chr8,406406,406407,0,958.564705882353
26260,chr8,406417,406418,0,958.564705882353
26260,chr8,406418,406419,0,958.564705882353
26260,chr8,406434,406435,0,958.564705882353
26260,chr8,406435,406436,9,958.564705882353
26260,chr8,406436,406437,0,958.564705882353
26260,chr8,406437,406438,0,958.564705882353
26260,chr8,406465,406466,0,958.564705882353
26260,chr8,406466,406467,0,958.564705882353
26260,chr8,406474,406475,0,958.564705882353
26260,chr8,406475,406476,0,958.564705882353
26260,chr8,406481,406482,0,958.564705882353
26260,chr8,406482,406483,0,958.564705882353
26260,chr8,406493,406494,0,958.564705882353
26260,chr8,406494,406495,0,958.564705882353
26260,chr8,406497,406498,0,958.564705882353
26260,chr8,406498,406499,0,958.564705882353
26260,chr8,406512,406513,0,958.564705882353
26260,chr8,406513,406514,0,958.564705882353
26260,chr8,406515,406516,0,958.564705882353
26260,chr8,406516,406517,0,958.564705882353
26260,chr8,406518,406519,0,958.564705882353
26260,chr8,406519,406520,0,958.564705882353
26260,chr8,406545,406546,0,958.564705882353
26260,chr8,406546,406547,0,958.564705882353
26260,chr8,406547,406548,0,958.564705882353
26260,chr8,406548,406549,0,958.564705882353
26260,chr8,406549,406550,0,958.564705882353
26260,chr8,406550,406551,0,958.564705882353
26260,chr8,406552,406553,0,958.564705882353
26260,chr8,406553,406554,0,958.564705882353
26260,chr8,406554,406555,0,958.564705882353
26260,chr8,406555,406556,0,958.564705882353
26260,chr8,406560,406561,0,958.564705882353
26260,chr8,406561,406562,13,958.564705882353
26260,chr8,406576,406577,0,958.564705882353
26260,chr8,406577,406578,0,958.564705882353
26260,chr8,406578,406579,0,958.564705882353
26260,chr8,406579,406580,0,958.564705882353
26260,chr8,406580,406581,0,958.564705882353
26260,chr8,406581,406582,0,958.564705882353
26260,chr8,406593,406594,0,958.564705882353
26260,chr8,406594,406595,0,958.564705882353
26260,chr8,406612,406613,0,958.564705882353
26260,chr8,406613,406614,0,958.564705882353
26260,chr8,406619,406620,0,958.564705882353
26260,chr8,406620,406621,0,958.564705882353
26260,chr8,406627,406628,0,958.564705882353
26260,chr8,406628,406629,0,958.564705882353
26260,chr8,406637,406638,33,958.564705882353
26260,chr8,406638,406639,0,958.564705882353
26260,chr8,406642,406643,10,958.564705882353
26260,chr8,406643,406644,0,958.564705882353
26260,chr8,406645,406646,0,958.564705882353
26260,chr8,406646,406647,0,958.564705882353
26260,chr8,406648,406649,0,958.564705882353
26260,chr8,406649,406650,0,958.564705882353
26260,chr8,406655,406656,0,958.564705882353
26260,chr8,406656,406657,0,958.564705882353
26260,chr8,406658,406659,0,958.564705882353
26260,chr8,406659,406660,0,958.564705882353
26260,chr8,406660,406661,0,958.564705882353
26260,chr8,406661,406662,0,958.564705882353
26260,chr8,406686,406687,0,958.564705882353
26260,chr8,406687,406688,0,958.564705882353
26260,chr8,406699,406700,0,958.564705882353
26260,chr8,406700,406701,0,958.564705882353
26260,chr8,406703,406704,0,958.564705882353
26260,chr8,406704,406705,0,958.564705882353
26260,chr8,406725,406726,0,958.564705882353
26260,chr8,406726,406727,0,958.564705882353
26260,chr8,406727,406728,0,958.564705882353
26260,chr8,406728,406729,0,958.564705882353
26260,chr8,406731,406732,0,958.564705882353
26260,chr8,406732,406733,0,958.564705882353
26260,chr8,406739,406740,0,958.564705882353
26260,chr8,406740,406741,0,958.564705882353
26260,chr8,406745,406746,0,958.564705882353
26260,chr8,406746,406747,0,958.564705882353
26260,chr8,406759,406760,0,958.564705882353
26260,chr8,406760,406761,0,958.564705882353
26260,chr8,406767,406768,0,958.564705882353
26260,chr8,406768,406769,0,958.564705882353
26260,chr8,406775,406776,0,958.564705882353
26260,chr8,406776,406777,0,958.564705882353
26260,chr8,406783,406784,0,958.564705882353
26260,chr8,406784,406785,0,958.564705882353
26260,chr8,406787,406788,0,958.564705882353
26260,chr8,406788,406789,0,958.564705882353
26260,chr8,406799,406800,9,958.564705882353
26260,chr8,406800,406801,0,958.564705882353
26260,chr8,406801,406802,0,958.564705882353
26260,chr8,406802,406803,0,958.564705882353
26260,chr8,406803,406804,0,958.564705882353
26260,chr8,406804,406805,0,958.564705882353
26260,chr8,406805,406806,0,958.564705882353
26260,chr8,406806,406807,0,958.564705882353
26260,chr8,406809,406810,30,958.564705882353
26260,chr8,406810,406811,0,958.564705882353
441308,chr8,166708,166709,0,2.6737745098039216
441308,chr8,166709,166710,100,2.6737745098039216
441308,chr8,166729,166730,0,2.6737745098039216
441308,chr8,166730,166731,100,2.6737745098039216
441308,chr8,166758,166759,0,2.6737745098039216
441308,chr8,166759,166760,100,2.6737745098039216
441308,chr8,167504,167505,0,2.6737745098039216
441308,chr8,167505,167506,0,2.6737745098039216
441308,chr8,167563,167564,0,2.6737745098039216
441308,chr8,167564,167565,0,2.6737745098039216
441308,chr8,167698,167699,0,2.6737745098039216
441308,chr8,167699,167700,0,2.6737745098039216
441308,chr8,168576,168577,0,2.6737745098039216
441308,chr8,168577,168578,0,2.6737745098039216
441308,chr8,168778,168779,0,2.6737745098039216
441308,chr8,168779,168780,0,2.6737745098039216
693181,chr8,1815263,1815264,100,0.00980392156862745
693181,chr8,1815264,1815265,100,0.00980392156862745
693181,chr8,1815272,1815273,100,0.00980392156862745
693181,chr8,1815273,1815274,100,0.00980392156862745
693181,chr8,1815380,1815381,100,0.00980392156862745
693181,chr8,1815381,1815382,100,0.00980392156862745
693181,chr8,1815425,1815426,81,0.00980392156862745
693181,chr8,1815426,1815427,100,0.00980392156862745
693181,chr8,1815446,1815447,100,0.00980392156862745
693181,chr8,1815447,1815448,100,0.00980392156862745
693181,chr8,1815451,1815452,100,0.00980392156862745
693181,chr8,1815452,1815453,100,0.00980392156862745
693181,chr8,1815453,1815454,100,0.00980392156862745
693181,chr8,1815454,1815455,100,0.00980392156862745
693181,chr8,1815485,1815486,100,0.00980392156862745
693181,chr8,1815486,1815487,100,0.00980392156862745
693181,chr8,1815493,1815494,100,0.00980392156862745
693181,chr8,1815494,1815495,50,0.00980392156862745
693181,chr8,1815495,1815496,100,0.00980392156862745
693181,chr8,1815496,1815497,100,0.00980392156862745
693181,chr8,1815551,1815552,100,0.00980392156862745
693181,chr8,1815552,1815553,90,0.00980392156862745
693181,chr8,1815590,1815591,100,0.00980392156862745
693181,chr8,1815591,1815592,100,0.00980392156862745
693181,chr8,1815721,1815722,90,0.00980392156862745
693181,chr8,1815722,1815723,100,0.00980392156862745
693181,chr8,1815745,1815746,73,0.00980392156862745
693181,chr8,1815746,1815747,0,0.00980392156862745
693181,chr8,1815769,1815770,100,0.00980392156862745
693181,chr8,1815770,1815771,100,0.00980392156862745
693181,chr8,1815772,1815773,100,0.00980392156862745
693181,chr8,1815773,1815774,100,0.00980392156862745
693181,chr8,1816053,1816054,91,0.00980392156862745
693181,chr8,1816054,1816055,50,0.00980392156862745
693181,chr8,1816073,1816074,100,0.00980392156862745
693181,chr8,1816074,1816075,100,0.00980392156862745
693181,chr8,1816107,1816108,95,0.00980392156862745
693181,chr8,1816108,1816109,100,0.00980392156862745
693181,chr8,1816137,1816138,100,0.00980392156862745
693181,chr8,1816138,1816139,100,0.00980392156862745
693181,chr8,1816159,1816160,100,0.00980392156862745
693181,chr8,1816160,1816161,100,0.00980392156862745
693181,chr8,1816162,1816163,95,0.00980392156862745
693181,chr8,1816163,1816164,100,0.00980392156862745
693181,chr8,1816170,1816171,84,0.00980392156862745
693181,chr8,1816171,1816172,95,0.00980392156862745
693181,chr8,1816185,1816186,100,0.00980392156862745
693181,chr8,1816186,1816187,100,0.00980392156862745
693181,chr8,1816198,1816199,31,0.00980392156862745
693181,chr8,1816199,1816200,29,0.00980392156862745
693181,chr8,1816208,1816209,100,0.00980392156862745
693181,chr8,1816209,1816210,100,0.00980392156862745
693181,chr8,1816216,1816217,40,0.00980392156862745
693181,chr8,1816217,1816218,25,0.00980392156862745
693181,chr8,1816221,1816222,44,0.00980392156862745
693181,chr8,1816222,1816223,64,0.00980392156862745
693181,chr8,1816231,1816232,57,0.00980392156862745
693181,chr8,1816232,1816233,54,0.00980392156862745
693181,chr8,1816239,1816240,71,0.00980392156862745
693181,chr8,1816240,1816241,42,0.00980392156862745
693181,chr8,1816244,1816245,86,0.00980392156862745
693181,chr8,1816245,1816246,100,0.00980392156862745
693181,chr8,1816254,1816255,80,0.00980392156862745
693181,chr8,1816255,1816256,100,0.00980392156862745
693181,chr8,1816277,1816278,67,0.00980392156862745
693181,chr8,1816278,1816279,100,0.00980392156862745
693181,chr8,1816285,1816286,50,0.00980392156862745
693181,chr8,1816286,1816287,100,0.00980392156862745
693181,chr8,1816300,1816301,0,0.00980392156862745
693181,chr8,1816301,1816302,100,0.00980392156862745
693181,chr8,1816323,1816324,80,0.00980392156862745
693181,chr8,1816324,1816325,100,0.00980392156862745
693181,chr8,1816331,1816332,50,0.00980392156862745
693181,chr8,1816332,1816333,100,0.00980392156862745
693181,chr8,1816346,1816347,75,0.00980392156862745
693181,chr8,1816347,1816348,100,0.00980392156862745
693181,chr8,1816354,1816355,67,0.00980392156862745
693181,chr8,1816355,1816356,100,0.00980392156862745
693181,chr8,1816369,1816370,50,0.00980392156862745
693181,chr8,1816370,1816371,0,0.00980392156862745
693181,chr8,1816392,1816393,40,0.00980392156862745
693181,chr8,1816393,1816394,0,0.00980392156862745
693181,chr8,1816400,1816401,50,0.00980392156862745
693181,chr8,1816401,1816402,0,0.00980392156862745
693181,chr8,1816415,1816416,50,0.00980392156862745
693181,chr8,1816416,1816417,0,0.00980392156862745
693181,chr8,1816438,1816439,75,0.00980392156862745
693181,chr8,1816439,1816440,0,0.00980392156862745
693181,chr8,1816446,1816447,50,0.00980392156862745
693181,chr8,1816447,1816448,0,0.00980392156862745
693181,chr8,1816451,1816452,20,0.00980392156862745
693181,chr8,1816452,1816453,0,0.00980392156862745
693181,chr8,1816469,1816470,67,0.00980392156862745
693181,chr8,1816470,1816471,0,0.00980392156862745
693181,chr8,1816484,1816485,100,0.00980392156862745
693181,chr8,1816485,1816486,100,0.00980392156862745
693181,chr8,1816492,1816493,100,0.00980392156862745
693181,chr8,1816493,1816494,100,0.00980392156862745
693181,chr8,1816497,1816498,100,0.00980392156862745
693181,chr8,1816498,1816499,0,0.00980392156862745
693181,chr8,1816507,1816508,100,0.00980392156862745
693181,chr8,1816508,1816509,100,0.00980392156862745
693181,chr8,1816515,1816516,100,0.00980392156862745
693181,chr8,1816516,1816517,0,0.00980392156862745
693181,chr8,1816520,1816521,100,0.00980392156862745
693181,chr8,1816521,1816522,0,0.00980392156862745
693181,chr8,1816529,1816530,100,0.00980392156862745
693181,chr8,1816530,1816531,100,0.00980392156862745
693181,chr8,1816537,1816538,100,0.00980392156862745
693181,chr8,1816538,1816539,100,0.00980392156862745
693181,chr8,1816552,1816553,67,0.00980392156862745
693181,chr8,1816553,1816554,100,0.00980392156862745
693181,chr8,1816560,1816561,75,0.00980392156862745
693181,chr8,1816561,1816562,100,0.00980392156862745
693181,chr8,1816565,1816566,75,0.00980392156862745
693181,chr8,1816566,1816567,100,0.00980392156862745
693181,chr8,1816575,1816576,100,0.00980392156862745
693181,chr8,1816576,1816577,67,0.00980392156862745
693181,chr8,1816583,1816584,50,0.00980392156862745
693181,chr8,1816584,1816585,100,0.00980392156862745
693181,chr8,1816588,1816589,0,0.00980392156862745
693181,chr8,1816589,1816590,33,0.00980392156862745
693181,chr8,1816598,1816599,50,0.00980392156862745
693181,chr8,1816599,1816600,67,0.00980392156862745
693181,chr8,1816606,1816607,29,0.00980392156862745
693181,chr8,1816607,1816608,75,0.00980392156862745
693181,chr8,1816611,1816612,57,0.00980392156862745
693181,chr8,1816612,1816613,50,0.00980392156862745
693181,chr8,1816621,1816622,29,0.00980392156862745
693181,chr8,1816622,1816623,75,0.00980392156862745
693181,chr8,1816629,1816630,29,0.00980392156862745
693181,chr8,1816630,1816631,0,0.00980392156862745
693181,chr8,1816644,1816645,100,0.00980392156862745
693181,chr8,1816645,1816646,100,0.00980392156862745
693181,chr8,1816652,1816653,57,0.00980392156862745
693181,chr8,1816653,1816654,67,0.00980392156862745
693181,chr8,1816657,1816658,86,0.00980392156862745
693181,chr8,1816658,1816659,100,0.00980392156862745
693181,chr8,1816667,1816668,100,0.00980392156862745
693181,chr8,1816668,1816669,100,0.00980392156862745
693181,chr8,1816671,1816672,71,0.00980392156862745
693181,chr8,1816672,1816673,50,0.00980392156862745
693181,chr8,1816683,1816684,100,0.00980392156862745
693181,chr8,1816684,1816685,75,0.00980392156862745
693181,chr8,1816711,1816712,100,0.00980392156862745
693181,chr8,1816712,1816713,100,0.00980392156862745
693181,chr8,1816743,1816744,80,0.00980392156862745
693181,chr8,1816744,1816745,100,0.00980392156862745
693181,chr8,1816768,1816769,100,0.00980392156862745
693181,chr8,1816769,1816770,100,0.00980392156862745
693181,chr8,1816776,1816777,100,0.00980392156862745
693181,chr8,1816777,1816778,67,0.00980392156862745
693181,chr8,1816789,1816790,50,0.00980392156862745
693181,chr8,1816790,1816791,100,0.00980392156862745
693181,chr8,1816814,1816815,50,0.00980392156862745
693181,chr8,1816815,1816816,100,0.00980392156862745
693181,chr8,1816825,1816826,0,0.00980392156862745
693181,chr8,1816826,1816827,0,0.00980392156862745
693181,chr8,1816835,1816836,100,0.00980392156862745
693181,chr8,1816836,1816837,0,0.00980392156862745
693181,chr8,1816843,1816844,0,0.00980392156862745
693181,chr8,1816844,1816845,0,0.00980392156862745
693181,chr8,1816849,1816850,100,0.00980392156862745
693181,chr8,1816850,1816851,100,0.00980392156862745
693181,chr8,1816855,1816856,0,0.00980392156862745
693181,chr8,1816856,1816857,0,0.00980392156862745
693181,chr8,1816857,1816858,0,0.00980392156862745
693181,chr8,1816858,1816859,0,0.00980392156862745
693181,chr8,1816872,1816873,100,0.00980392156862745
693181,chr8,1816873,1816874,100,0.00980392156862745
693181,chr8,1816879,1816880,100,0.00980392156862745
693181,chr8,1816880,1816881,100,0.00980392156862745
693181,chr8,1816899,1816900,100,0.00980392156862745
693181,chr8,1816900,1816901,100,0.00980392156862745
693181,chr8,1816904,1816905,100,0.00980392156862745
693181,chr8,1816905,1816906,100,0.00980392156862745
693181,chr8,1816907,1816908,100,0.00980392156862745
693181,chr8,1816908,1816909,100,0.00980392156862745
693181,chr8,1816913,1816914,100,0.00980392156862745
693181,chr8,1816914,1816915,100,0.00980392156862745
693181,chr8,1816923,1816924,100,0.00980392156862745
693181,chr8,1816924,1816925,100,0.00980392156862745
693181,chr8,1816937,1816938,100,0.00980392156862745
693181,chr8,1816938,1816939,100,0.00980392156862745
693181,chr8,1816977,1816978,100,0.00980392156862745
693181,chr8,1816978,1816979,100,0.00980392156862745
693181,chr8,1816981,1816982,100,0.00980392156862745
693181,chr8,1816982,1816983,100,0.00980392156862745
693181,chr8,1816994,1816995,100,0.00980392156862745
693181,chr8,1816995,1816996,100,0.00980392156862745
693181,chr8,1817003,1817004,100,0.00980392156862745
693181,chr8,1817004,1817005,100,0.00980392156862745
693181,chr8,1817026,1817027,100,0.00980392156862745
693181,chr8,1817027,1817028,100,0.00980392156862745
693181,chr8,1817050,1817051,100,0.00980392156862745
693181,chr8,1817051,1817052,86,0.00980392156862745
693181,chr8,1817101,1817102,100,0.00980392156862745
693181,chr8,1817102,1817103,100,0.00980392156862745
693181,chr8,1817108,1817109,64,0.00980392156862745
693181,chr8,1817109,1817110,100,0.00980392156862745
693181,chr8,1817129,1817130,85,0.00980392156862745
693181,chr8,1817130,1817131,100,0.00980392156862745
693181,chr8,1817142,1817143,50,0.00980392156862745
693181,chr8,1817143,1817144,100,0.00980392156862745
693181,chr8,1817145,1817146,80,0.00980392156862745
693181,chr8,1817146,1817147,100,0.00980392156862745
693181,chr8,1817152,1817153,80,0.00980392156862745
693181,chr8,1817153,1817154,100,0.00980392156862745
693181,chr8,1817154,1817155,45,0.00980392156862745
693181,chr8,1817155,1817156,40,0.00980392156862745
693181,chr8,1817163,1817164,58,0.00980392156862745
693181,chr8,1817164,1817165,100,0.00980392156862745
693181,chr8,1817169,1817170,67,0.00980392156862745
693181,chr8,1817170,1817171,60,0.00980392156862745
693181,chr8,1817191,1817192,86,0.00980392156862745
693181,chr8,1817192,1817193,50,0.00980392156862745
693181,chr8,1817208,1817209,60,0.00980392156862745
693181,chr8,1817209,1817210,86,0.00980392156862745
693181,chr8,1817211,1817212,100,0.00980392156862745
693181,chr8,1817212,1817213,100,0.00980392156862745
693181,chr8,1817220,1817221,67,0.00980392156862745
693181,chr8,1817221,1817222,23,0.00980392156862745
693181,chr8,1817228,1817229,100,0.00980392156862745
693181,chr8,1817229,1817230,100,0.00980392156862745
693181,chr8,1817234,1817235,95,0.00980392156862745
693181,chr8,1817235,1817236,100,0.00980392156862745
693181,chr8,1817243,1817244,73,0.00980392156862745
693181,chr8,1817244,1817245,100,0.00980392156862745
693181,chr8,1817254,1817255,100,0.00980392156862745
693181,chr8,1817255,1817256,100,0.00980392156862745
693181,chr8,1817262,1817263,95,0.00980392156862745
693181,chr8,1817263,1817264,100,0.00980392156862745
693181,chr8,1817277,1817278,89,0.00980392156862745
693181,chr8,1817278,1817279,90,0.00980392156862745
693181,chr8,1817298,1817299,91,0.00980392156862745
693181,chr8,1817299,1817300,100,0.00980392156862745
693181,chr8,1817305,1817306,96,0.00980392156862745
693181,chr8,1817306,1817307,100,0.00980392156862745
693181,chr8,1817310,1817311,100,0.00980392156862745
693181,chr8,1817311,1817312,100,0.00980392156862745
693181,chr8,1817390,1817391,96,0.00980392156862745
693181,chr8,1817391,1817392,88,0.00980392156862745
693181,chr8,1817444,1817445,100,0.00980392156862745
693181,chr8,1817445,1817446,94,0.00980392156862745
693181,chr8,1817451,1817452,89,0.00980392156862745
693181,chr8,1817452,1817453,100,0.00980392156862745
693181,chr8,1817453,1817454,100,0.00980392156862745
693181,chr8,1817454,1817455,100,0.00980392156862745
