accession,chrom,start,end,strand,methylation_percent
ENCFF959WCA,chr8,880672,880673,-,44
ENCFF959WCA,chr8,880680,880681,+,0
ENCFF959WCA,chr8,880681,880682,-,20
ENCFF959WCA,chr8,880715,880716,+,50
ENCFF959WCA,chr8,880716,880717,-,0
ENCFF959WCA,chr8,880807,880808,+,75
ENCFF959WCA,chr8,880808,880809,-,13
ENCFF959WCA,chr8,880822,880823,+,100
ENCFF959WCA,chr8,880823,880824,-,63
ENCFF959WCA,chr8,880931,880932,+,45
ENCFF959WCA,chr8,880932,880933,-,48
ENCFF959WCA,chr8,881085,881086,+,33
ENCFF959WCA,chr8,881086,881087,-,31
ENCFF959WCA,chr8,881179,881180,+,31
ENCFF959WCA,chr8,881180,881181,-,39
ENCFF959WCA,chr8,881221,881222,+,43
ENCFF959WCA,chr8,881222,881223,-,22
ENCFF959WCA,chr8,881321,881322,+,0
ENCFF959WCA,chr8,881322,881323,-,15
ENCFF959WCA,chr8,881330,881331,+,6
ENCFF959WCA,chr8,881331,881332,-,18
ENCFF959WCA,chr8,881561,881562,+,0
ENCFF959WCA,chr8,881562,881563,-,0
ENCFF959WCA,chr8,881643,881644,+,33
ENCFF959WCA,chr8,881644,881645,-,0
ENCFF959WCA,chr8,881647,881648,+,0
ENCFF959WCA,chr8,881648,881649,-,0
ENCFF959WCA,chr8,881737,881738,+,0
ENCFF959WCA,chr8,881738,881739,-,33
ENCFF959WCA,chr8,881762,881763,+,0
ENCFF959WCA,chr8,881763,881764,-,0
ENCFF959WCA,chr8,881871,881872,+,38
ENCFF959WCA,chr8,881872,881873,-,44
ENCFF959WCA,chr8,881978,881979,+,7
ENCFF959WCA,chr8,881979,881980,-,14
ENCFF959WCA,chr8,882138,882139,+,28
ENCFF959WCA,chr8,882139,882140,-,40
ENCFF959WCA,chr8,882161,882162,+,0
ENCFF959WCA,chr8,882162,882163,-,38
ENCFF959WCA,chr8,882202,882203,+,22
ENCFF959WCA,chr8,882203,882204,-,31
ENCFF959WCA,chr8,882244,882245,+,25
ENCFF959WCA,chr8,882245,882246,-,0
ENCFF959WCA,chr8,882259,882260,+,33
ENCFF959WCA,chr8,882260,882261,-,0
ENCFF959WCA,chr8,882267,882268,+,75
ENCFF959WCA,chr8,882268,882269,-,0
ENCFF959WCA,chr8,882281,882282,+,80
ENCFF959WCA,chr8,882282,882283,-,33
ENCFF959WCA,chr8,882296,882297,+,80
ENCFF959WCA,chr8,882297,882298,-,25
ENCFF959WCA,chr8,882311,882312,+,20
ENCFF959WCA,chr8,882312,882313,-,25
ENCFF959WCA,chr8,882319,882320,+,20
ENCFF959WCA,chr8,882320,882321,-,25
ENCFF959WCA,chr8,882333,882334,+,20
ENCFF959WCA,chr8,882334,882335,-,33
ENCFF959WCA,chr8,882339,882340,+,80
ENCFF959WCA,chr8,882340,882341,-,0
ENCFF959WCA,chr8,882348,882349,+,80
ENCFF959WCA,chr8,882349,882350,-,0
ENCFF959WCA,chr8,882363,882364,+,17
ENCFF959WCA,chr8,882364,882365,-,0
ENCFF959WCA,chr8,882365,882366,+,17
ENCFF959WCA,chr8,882366,882367,-,0
ENCFF959WCA,chr8,882373,882374,+,20
ENCFF959WCA,chr8,882374,882375,-,0
ENCFF959WCA,chr8,882385,882386,+,20
ENCFF959WCA,chr8,882386,882387,-,0
ENCFF959WCA,chr8,882400,882401,+,33
ENCFF959WCA,chr8,882401,882402,-,50
ENCFF959WCA,chr8,882415,882416,+,33
ENCFF959WCA,chr8,882416,882417,-,40
ENCFF959WCA,chr8,882417,882418,+,33
ENCFF959WCA,chr8,882418,882419,-,50
ENCFF959WCA,chr8,882425,882426,+,43
ENCFF959WCA,chr8,882426,882427,-,17
ENCFF959WCA,chr8,882437,882438,+,50
ENCFF959WCA,chr8,882438,882439,-,0
ENCFF959WCA,chr8,882452,882453,+,40
ENCFF959WCA,chr8,882453,882454,-,33
ENCFF959WCA,chr8,882467,882468,+,40
ENCFF959WCA,chr8,882468,882469,-,33
ENCFF959WCA,chr8,882477,882478,+,33
ENCFF959WCA,chr8,882478,882479,-,0
ENCFF959WCA,chr8,882489,882490,+,50
ENCFF959WCA,chr8,882490,882491,-,0
ENCFF959WCA,chr8,882504,882505,+,100
ENCFF959WCA,chr8,882505,882506,-,50
ENCFF959WCA,chr8,882519,882520,+,33
ENCFF959WCA,chr8,882520,882521,-,0
ENCFF959WCA,chr8,882521,882522,+,0
ENCFF959WCA,chr8,882522,882523,-,0
ENCFF959WCA,chr8,882529,882530,+,40
ENCFF959WCA,chr8,882530,882531,-,0
ENCFF959WCA,chr8,882541,882542,+,60
ENCFF959WCA,chr8,882542,882543,-,0
ENCFF959WCA,chr8,882556,882557,+,75
ENCFF959WCA,chr8,882557,882558,-,0
ENCFF959WCA,chr8,882571,882572,+,50
ENCFF959WCA,chr8,882572,882573,-,0
ENCFF959WCA,chr8,882573,882574,+,33
ENCFF959WCA,chr8,882574,882575,-,0
ENCFF959WCA,chr8,882581,882582,+,25
ENCFF959WCA,chr8,882582,882583,-,0
ENCFF959WCA,chr8,882593,882594,+,0
ENCFF959WCA,chr8,882594,882595,-,0
ENCFF959WCA,chr8,882608,882609,+,0
ENCFF959WCA,chr8,882609,882610,-,0
ENCFF959WCA,chr8,882623,882624,+,67
ENCFF959WCA,chr8,882624,882625,-,50
ENCFF959WCA,chr8,882625,882626,+,67
ENCFF959WCA,chr8,882626,882627,-,0
ENCFF959WCA,chr8,882633,882634,+,75
ENCFF959WCA,chr8,882634,882635,-,50
ENCFF959WCA,chr8,882645,882646,+,50
ENCFF959WCA,chr8,882646,882647,-,50
ENCFF959WCA,chr8,882660,882661,+,100
ENCFF959WCA,chr8,882661,882662,-,100
ENCFF959WCA,chr8,882675,882676,+,50
ENCFF959WCA,chr8,882676,882677,-,75
ENCFF959WCA,chr8,882677,882678,+,50
ENCFF959WCA,chr8,882678,882679,-,50
ENCFF959WCA,chr8,882685,882686,+,0
ENCFF959WCA,chr8,882686,882687,-,50
ENCFF959WCA,chr8,882697,882698,+,0
ENCFF959WCA,chr8,882698,882699,-,67
ENCFF959WCA,chr8,882712,882713,+,0
ENCFF959WCA,chr8,882713,882714,-,67
ENCFF959WCA,chr8,882727,882728,+,50
ENCFF959WCA,chr8,882728,882729,-,60
ENCFF959WCA,chr8,882729,882730,+,50
ENCFF959WCA,chr8,882730,882731,-,60
ENCFF959WCA,chr8,882737,882738,+,50
ENCFF959WCA,chr8,882738,882739,-,44
ENCFF959WCA,chr8,882749,882750,+,0
ENCFF959WCA,chr8,882750,882751,-,36
ENCFF959WCA,chr8,882764,882765,+,0
ENCFF959WCA,chr8,882765,882766,-,67
ENCFF959WCA,chr8,882779,882780,+,0
ENCFF959WCA,chr8,882780,882781,-,46
ENCFF959WCA,chr8,882787,882788,+,0
ENCFF959WCA,chr8,882788,882789,-,46
ENCFF959WCA,chr8,882801,882802,+,0
ENCFF959WCA,chr8,882802,882803,-,57
ENCFF959WCA,chr8,882817,882818,+,0
ENCFF959WCA,chr8,882818,882819,-,20
ENCFF959WCA,chr8,882836,882837,+,0
ENCFF959WCA,chr8,882837,882838,-,41
ENCFF959WCA,chr8,882846,882847,+,0
ENCFF959WCA,chr8,882847,882848,-,37
ENCFF959WCA,chr8,882851,882852,+,0
ENCFF959WCA,chr8,882852,882853,-,32
ENCFF959WCA,chr8,882859,882860,+,0
ENCFF959WCA,chr8,882860,882861,-,32
ENCFF959WCA,chr8,882869,882870,+,0
ENCFF959WCA,chr8,882870,882871,-,33
ENCFF959WCA,chr8,882879,882880,+,25
ENCFF959WCA,chr8,882880,882881,-,13
ENCFF959WCA,chr8,882884,882885,+,83
ENCFF959WCA,chr8,882885,882886,-,63
ENCFF959WCA,chr8,882887,882888,+,67
ENCFF959WCA,chr8,882888,882889,-,59
ENCFF959WCA,chr8,882903,882904,+,0
ENCFF959WCA,chr8,882904,882905,-,8
ENCFF959WCA,chr8,882916,882917,+,0
ENCFF959WCA,chr8,882917,882918,-,43
ENCFF959WCA,chr8,883011,883012,+,0
ENCFF959WCA,chr8,883012,883013,-,0
ENCFF959WCA,chr8,883047,883048,+,0
ENCFF959WCA,chr8,883048,883049,-,7
ENCFF959WCA,chr8,883088,883089,+,57
ENCFF959WCA,chr8,883089,883090,-,53
ENCFF959WCA,chr8,883182,883183,+,60
ENCFF959WCA,chr8,883183,883184,-,25
ENCFF959WCA,chr8,883219,883220,+,43
ENCFF959WCA,chr8,883220,883221,-,33
ENCFF959WCA,chr8,883228,883229,+,57
ENCFF959WCA,chr8,883229,883230,-,20
ENCFF959WCA,chr8,883239,883240,+,75
ENCFF959WCA,chr8,883240,883241,-,76
ENCFF959WCA,chr8,883253,883254,+,33
ENCFF959WCA,chr8,883254,883255,-,65
ENCFF959WCA,chr8,883287,883288,+,50
ENCFF959WCA,chr8,883288,883289,-,52
ENCFF959WCA,chr8,883320,883321,+,85
ENCFF959WCA,chr8,883321,883322,-,72
ENCFF959WCA,chr8,883571,883572,+,87
ENCFF959WCA,chr8,883572,883573,-,88
ENCFF959WCA,chr8,883573,883574,+,74
ENCFF959WCA,chr8,883574,883575,-,73
ENCFF959WCA,chr8,883580,883581,+,48
ENCFF959WCA,chr8,883581,883582,-,44
ENCFF959WCA,chr8,883582,883583,+,48
ENCFF959WCA,chr8,883583,883584,-,53
ENCFF959WCA,chr8,883585,883586,+,86
ENCFF959WCA,chr8,883586,883587,-,73
ENCFF959WCA,chr8,883590,883591,+,78
ENCFF959WCA,chr8,883591,883592,-,64
ENCFF959WCA,chr8,883603,883604,+,93
ENCFF959WCA,chr8,883604,883605,-,87
ENCFF959WCA,chr8,883605,883606,+,85
ENCFF959WCA,chr8,883606,883607,-,80
ENCFF959WCA,chr8,883612,883613,+,100
ENCFF959WCA,chr8,883613,883614,-,77
ENCFF959WCA,chr8,883614,883615,+,100
ENCFF959WCA,chr8,883615,883616,-,75
ENCFF959WCA,chr8,883617,883618,+,93
ENCFF959WCA,chr8,883618,883619,-,67
ENCFF959WCA,chr8,883622,883623,+,93
ENCFF959WCA,chr8,883623,883624,-,75
ENCFF959WCA,chr8,883627,883628,+,93
ENCFF959WCA,chr8,883628,883629,-,100
ENCFF959WCA,chr8,883635,883636,+,100
ENCFF959WCA,chr8,883636,883637,-,100
ENCFF959WCA,chr8,883637,883638,+,100
ENCFF959WCA,chr8,883638,883639,-,88
ENCFF959WCA,chr8,883644,883645,+,92
ENCFF959WCA,chr8,883645,883646,-,100
ENCFF959WCA,chr8,883646,883647,+,100
ENCFF959WCA,chr8,883647,883648,-,100
ENCFF959WCA,chr8,883649,883650,+,100
ENCFF959WCA,chr8,883650,883651,-,100
ENCFF959WCA,chr8,883654,883655,+,93
ENCFF959WCA,chr8,883655,883656,-,100
ENCFF959WCA,chr8,883659,883660,+,100
ENCFF959WCA,chr8,883660,883661,-,89
ENCFF959WCA,chr8,883667,883668,+,100
ENCFF959WCA,chr8,883668,883669,-,100
ENCFF959WCA,chr8,883669,883670,+,100
ENCFF959WCA,chr8,883670,883671,-,100
ENCFF959WCA,chr8,883676,883677,+,100
ENCFF959WCA,chr8,883677,883678,-,100
ENCFF959WCA,chr8,883678,883679,+,100
ENCFF959WCA,chr8,883679,883680,-,100
ENCFF959WCA,chr8,883681,883682,+,93
ENCFF959WCA,chr8,883682,883683,-,89
ENCFF959WCA,chr8,883686,883687,+,100
ENCFF959WCA,chr8,883687,883688,-,100
ENCFF959WCA,chr8,883691,883692,+,100
ENCFF959WCA,chr8,883692,883693,-,100
ENCFF959WCA,chr8,883699,883700,+,100
ENCFF959WCA,chr8,883700,883701,-,100
ENCFF959WCA,chr8,883701,883702,+,100
ENCFF959WCA,chr8,883702,883703,-,100
ENCFF959WCA,chr8,883708,883709,+,100
ENCFF959WCA,chr8,883709,883710,-,100
ENCFF959WCA,chr8,883710,883711,+,100
ENCFF959WCA,chr8,883711,883712,-,100
ENCFF959WCA,chr8,883714,883715,+,91
ENCFF959WCA,chr8,883715,883716,-,100
ENCFF959WCA,chr8,883718,883719,+,91
ENCFF959WCA,chr8,883719,883720,-,100
ENCFF959WCA,chr8,883723,883724,+,91
ENCFF959WCA,chr8,883724,883725,-,89
ENCFF959WCA,chr8,883731,883732,+,90
ENCFF959WCA,chr8,883732,883733,-,86
ENCFF959WCA,chr8,883733,883734,+,78
ENCFF959WCA,chr8,883734,883735,-,86
ENCFF959WCA,chr8,883801,883802,+,22
ENCFF959WCA,chr8,883802,883803,-,35
ENCFF959WCA,chr8,884105,884106,+,31
ENCFF959WCA,chr8,884106,884107,-,18
ENCFF959WCA,chr8,884475,884476,+,36
ENCFF959WCA,chr8,884476,884477,-,56
ENCFF959WCA,chr8,884593,884594,+,0
ENCFF959WCA,chr8,884594,884595,-,4
ENCFF959WCA,chr8,884755,884756,+,0
ENCFF959WCA,chr8,884756,884757,-,0
ENCFF959WCA,chr8,884834,884835,+,8
ENCFF959WCA,chr8,884835,884836,-,0
ENCFF959WCA,chr8,885220,885221,+,6
ENCFF959WCA,chr8,885221,885222,-,13
ENCFF959WCA,chr8,885688,885689,+,0
ENCFF959WCA,chr8,885689,885690,-,0
ENCFF959WCA,chr8,885761,885762,+,0
ENCFF959WCA,chr8,885762,885763,-,0
ENCFF959WCA,chr8,886019,886020,+,0
ENCFF959WCA,chr8,886020,886021,-,0
ENCFF959WCA,chr8,886211,886212,+,0
ENCFF959WCA,chr8,886212,886213,-,0
ENCFF959WCA,chr8,886346,886347,+,20
ENCFF959WCA,chr8,886347,886348,-,8
ENCFF959WCA,chr8,886382,886383,+,28
ENCFF959WCA,chr8,886383,886384,-,33
ENCFF959WCA,chr8,886563,886564,+,36
ENCFF959WCA,chr8,886564,886565,-,33
ENCFF959WCA,chr8,886790,886791,+,7
ENCFF959WCA,chr8,886791,886792,-,16
ENCFF959WCA,chr8,887063,887064,+,73
ENCFF959WCA,chr8,887064,887065,-,84
ENCFF959WCA,chr8,887095,887096,+,72
ENCFF959WCA,chr8,887096,887097,-,63
ENCFF959WCA,chr8,887715,887716,+,6
ENCFF959WCA,chr8,887716,887717,-,50
ENCFF959WCA,chr8,887802,887803,+,0
ENCFF959WCA,chr8,887803,887804,-,0
ENCFF959WCA,chr8,888019,888020,+,0
ENCFF959WCA,chr8,888020,888021,-,12
ENCFF959WCA,chr8,888131,888132,+,38
ENCFF959WCA,chr8,888132,888133,-,17
ENCFF959WCA,chr8,888211,888212,+,53
ENCFF959WCA,chr8,888212,888213,-,40
ENCFF959WCA,chr8,888342,888343,+,40
ENCFF959WCA,chr8,888343,888344,-,46
ENCFF959WCA,chr8,888417,888418,+,15
ENCFF959WCA,chr8,888418,888419,-,47
ENCFF959WCA,chr8,888624,888625,+,33
ENCFF959WCA,chr8,888625,888626,-,55
ENCFF959WCA,chr8,888849,888850,+,59
ENCFF959WCA,chr8,888850,888851,-,0
ENCFF959WCA,chr8,888863,888864,+,63
ENCFF959WCA,chr8,888864,888865,-,0
ENCFF959WCA,chr8,888887,888888,+,60
ENCFF959WCA,chr8,888888,888889,-,67
ENCFF959WCA,chr8,888965,888966,+,71
ENCFF959WCA,chr8,888966,888967,-,33
ENCFF959WCA,chr8,889062,889063,+,79
ENCFF959WCA,chr8,889063,889064,-,43
ENCFF959WCA,chr8,889217,889218,+,22
ENCFF959WCA,chr8,889218,889219,-,27
ENCFF959WCA,chr8,889235,889236,+,76
ENCFF959WCA,chr8,889236,889237,-,56
ENCFF959WCA,chr8,889295,889296,+,63
ENCFF959WCA,chr8,889296,889297,-,67
ENCFF959WCA,chr8,889545,889546,+,0
ENCFF959WCA,chr8,889546,889547,-,0
ENCFF959WCA,chr8,889573,889574,+,33
ENCFF959WCA,chr8,889574,889575,-,36
ENCFF959WCA,chr8,889591,889592,+,50
ENCFF959WCA,chr8,889592,889593,-,100
ENCFF959WCA,chr8,889653,889654,+,55
ENCFF959WCA,chr8,889654,889655,-,29
ENCFF959WCA,chr8,889681,889682,+,9
ENCFF959WCA,chr8,889682,889683,-,40
ENCFF959WCA,chr8,889768,889769,+,38
ENCFF959WCA,chr8,889769,889770,-,38
ENCFF959WCA,chr8,889853,889854,+,0
ENCFF959WCA,chr8,889854,889855,-,9
ENCFF959WCA,chr8,889858,889859,+,0
ENCFF959WCA,chr8,889859,889860,-,27
ENCFF959WCA,chr8,889885,889886,+,0
ENCFF959WCA,chr8,889886,889887,-,13
ENCFF959WCA,chr8,889914,889915,+,0
ENCFF959WCA,chr8,889915,889916,-,89
ENCFF959WCA,chr8,889925,889926,+,0
ENCFF959WCA,chr8,889926,889927,-,70
ENCFF959WCA,chr8,889954,889955,+,0
ENCFF959WCA,chr8,889955,889956,-,86
ENCFF959WCA,chr8,889977,889978,+,0
ENCFF959WCA,chr8,889978,889979,-,100
ENCFF959WCA,chr8,890013,890014,+,0
ENCFF959WCA,chr8,890014,890015,-,0
ENCFF959WCA,chr8,890024,890025,+,0
ENCFF959WCA,chr8,890025,890026,-,0
ENCFF959WCA,chr8,890070,890071,+,0
ENCFF959WCA,chr8,890071,890072,-,0
ENCFF959WCA,chr8,890120,890121,+,31
ENCFF959WCA,chr8,890121,890122,-,60
ENCFF959WCA,chr8,890155,890156,+,45
ENCFF959WCA,chr8,890156,890157,-,61
ENCFF959WCA,chr8,890172,890173,+,29
ENCFF959WCA,chr8,890173,890174,-,41
ENCFF959WCA,chr8,890197,890198,+,5
ENCFF959WCA,chr8,890198,890199,-,47
ENCFF959WCA,chr8,890220,890221,+,9
ENCFF959WCA,chr8,890221,890222,-,21
ENCFF959WCA,chr8,890253,890254,+,29
ENCFF959WCA,chr8,890254,890255,-,60
ENCFF959WCA,chr8,890273,890274,+,32
ENCFF959WCA,chr8,890274,890275,-,71
ENCFF959WCA,chr8,890279,890280,+,88
ENCFF959WCA,chr8,890280,890281,-,88
ENCFF959WCA,chr8,890281,890282,+,100
ENCFF959WCA,chr8,890282,890283,-,88
ENCFF959WCA,chr8,890293,890294,+,71
ENCFF959WCA,chr8,890294,890295,-,79
ENCFF959WCA,chr8,890320,890321,+,72
ENCFF959WCA,chr8,890321,890322,-,89
ENCFF959WCA,chr8,890337,890338,+,92
ENCFF959WCA,chr8,890338,890339,-,88
ENCFF959WCA,chr8,890346,890347,+,85
ENCFF959WCA,chr8,890347,890348,-,60
ENCFF959WCA,chr8,890397,890398,+,0
ENCFF959WCA,chr8,890398,890399,-,8
ENCFF959WCA,chr8,890425,890426,+,43
ENCFF959WCA,chr8,890426,890427,-,15
ENCFF959WCA,chr8,890466,890467,+,100
ENCFF959WCA,chr8,890467,890468,-,80
ENCFF959WCA,chr8,890488,890489,+,69
ENCFF959WCA,chr8,890489,890490,-,13
ENCFF959WCA,chr8,890507,890508,+,100
ENCFF959WCA,chr8,890508,890509,-,100
ENCFF959WCA,chr8,890541,890542,+,0
ENCFF959WCA,chr8,890542,890543,-,44
ENCFF959WCA,chr8,890547,890548,+,0
ENCFF959WCA,chr8,890548,890549,-,57
ENCFF959WCA,chr8,890583,890584,+,0
ENCFF959WCA,chr8,890584,890585,-,20
ENCFF959WCA,chr8,890589,890590,+,100
ENCFF959WCA,chr8,890590,890591,-,100
ENCFF959WCA,chr8,890604,890605,+,100
ENCFF959WCA,chr8,890605,890606,-,75
ENCFF959WCA,chr8,890667,890668,+,0
ENCFF959WCA,chr8,890668,890669,-,0
ENCFF959WCA,chr8,890769,890770,+,9
ENCFF959WCA,chr8,890770,890771,-,71
ENCFF959WCA,chr8,890826,890827,+,0
ENCFF959WCA,chr8,890827,890828,-,0
ENCFF959WCA,chr8,890833,890834,+,36
ENCFF959WCA,chr8,890834,890835,-,0
ENCFF959WCA,chr8,890906,890907,+,14
ENCFF959WCA,chr8,890907,890908,-,50
ENCFF959WCA,chr8,890922,890923,+,14
ENCFF959WCA,chr8,890923,890924,-,0
ENCFF959WCA,chr8,890930,890931,+,43
ENCFF959WCA,chr8,890931,890932,-,100
ENCFF959WCA,chr8,891113,891114,+,0
ENCFF959WCA,chr8,891114,891115,-,0
ENCFF959WCA,chr8,891209,891210,+,46
ENCFF959WCA,chr8,891210,891211,-,18
ENCFF959WCA,chr8,891220,891221,+,47
ENCFF959WCA,chr8,891221,891222,-,9
ENCFF959WCA,chr8,891227,891228,+,54
ENCFF959WCA,chr8,891228,891229,-,18
ENCFF959WCA,chr8,891241,891242,+,33
ENCFF959WCA,chr8,891242,891243,-,8
ENCFF959WCA,chr8,891417,891418,+,31
ENCFF959WCA,chr8,891418,891419,-,0
ENCFF959WCA,chr8,891427,891428,+,77
ENCFF959WCA,chr8,891428,891429,-,0
ENCFF959WCA,chr8,891438,891439,+,41
ENCFF959WCA,chr8,891439,891440,-,22
ENCFF959WCA,chr8,891442,891443,+,37
ENCFF959WCA,chr8,891443,891444,-,22
ENCFF959WCA,chr8,891496,891497,+,27
ENCFF959WCA,chr8,891497,891498,-,8
ENCFF959WCA,chr8,891504,891505,+,31
ENCFF959WCA,chr8,891505,891506,-,7
ENCFF959WCA,chr8,891538,891539,+,13
ENCFF959WCA,chr8,891539,891540,-,0
ENCFF959WCA,chr8,891556,891557,+,75
ENCFF959WCA,chr8,891557,891558,-,78
ENCFF959WCA,chr8,891581,891582,+,38
ENCFF959WCA,chr8,891582,891583,-,67
ENCFF959WCA,chr8,891589,891590,+,7
ENCFF959WCA,chr8,891590,891591,-,50
ENCFF959WCA,chr8,891595,891596,+,0
ENCFF959WCA,chr8,891596,891597,-,60
ENCFF959WCA,chr8,891605,891606,+,13
ENCFF959WCA,chr8,891606,891607,-,20
ENCFF959WCA,chr8,891757,891758,+,0
ENCFF959WCA,chr8,891758,891759,-,0
ENCFF959WCA,chr8,891782,891783,+,0
ENCFF959WCA,chr8,891783,891784,-,50
ENCFF959WCA,chr8,891843,891844,+,10
ENCFF959WCA,chr8,891844,891845,-,0
ENCFF959WCA,chr8,891890,891891,+,0
ENCFF959WCA,chr8,891891,891892,-,0
ENCFF959WCA,chr8,891908,891909,+,18
ENCFF959WCA,chr8,891909,891910,-,15
ENCFF959WCA,chr8,891933,891934,+,70
ENCFF959WCA,chr8,891934,891935,-,42
ENCFF959WCA,chr8,891976,891977,+,33
ENCFF959WCA,chr8,891977,891978,-,0
ENCFF959WCA,chr8,891999,892000,+,30
ENCFF959WCA,chr8,892000,892001,-,17
ENCFF959WCA,chr8,892042,892043,+,26
ENCFF959WCA,chr8,892043,892044,-,27
ENCFF959WCA,chr8,892160,892161,+,0
ENCFF959WCA,chr8,892161,892162,-,50
ENCFF959WCA,chr8,892165,892166,+,53
ENCFF959WCA,chr8,892166,892167,-,100
ENCFF959WCA,chr8,892187,892188,+,17
ENCFF959WCA,chr8,892188,892189,-,100
ENCFF959WCA,chr8,892222,892223,+,82
ENCFF959WCA,chr8,892223,892224,-,50
ENCFF959WCA,chr8,892230,892231,+,80
ENCFF959WCA,chr8,892231,892232,-,0
ENCFF959WCA,chr8,892261,892262,+,89
ENCFF959WCA,chr8,892262,892263,-,11
ENCFF959WCA,chr8,892298,892299,+,20
ENCFF959WCA,chr8,892299,892300,-,13
ENCFF959WCA,chr8,892304,892305,+,73
ENCFF959WCA,chr8,892305,892306,-,0
ENCFF959WCA,chr8,892333,892334,+,38
ENCFF959WCA,chr8,892334,892335,-,33
ENCFF959WCA,chr8,892350,892351,+,36
ENCFF959WCA,chr8,892351,892352,-,33
ENCFF959WCA,chr8,892377,892378,+,91
ENCFF959WCA,chr8,892378,892379,-,38
ENCFF959WCA,chr8,892385,892386,+,93
ENCFF959WCA,chr8,892386,892387,-,50
ENCFF959WCA,chr8,892388,892389,+,87
ENCFF959WCA,chr8,892389,892390,-,33
ENCFF959WCA,chr8,892549,892550,+,0
ENCFF959WCA,chr8,892550,892551,-,17
ENCFF959WCA,chr8,892617,892618,+,50
ENCFF959WCA,chr8,892618,892619,-,25
ENCFF959WCA,chr8,892676,892677,+,33
ENCFF959WCA,chr8,892677,892678,-,0
ENCFF959WCA,chr8,892700,892701,+,17
ENCFF959WCA,chr8,892701,892702,-,0
ENCFF959WCA,chr8,892710,892711,+,15
ENCFF959WCA,chr8,892711,892712,-,0
ENCFF959WCA,chr8,892724,892725,+,27
ENCFF959WCA,chr8,892725,892726,-,0
ENCFF959WCA,chr8,892751,892752,+,0
ENCFF959WCA,chr8,892752,892753,-,0
ENCFF959WCA,chr8,892933,892934,+,19
ENCFF959WCA,chr8,892934,892935,-,0
ENCFF959WCA,chr8,893034,893035,+,9
ENCFF959WCA,chr8,893035,893036,-,8
ENCFF959WCA,chr8,893050,893051,+,16
ENCFF959WCA,chr8,893051,893052,-,0
ENCFF959WCA,chr8,893118,893119,+,58
ENCFF959WCA,chr8,893119,893120,-,63
ENCFF959WCA,chr8,893130,893131,+,58
ENCFF959WCA,chr8,893131,893132,-,44
ENCFF959WCA,chr8,893156,893157,+,89
ENCFF959WCA,chr8,893157,893158,-,71
ENCFF959WCA,chr8,893158,893159,+,68
ENCFF959WCA,chr8,893159,893160,-,31
ENCFF959WCA,chr8,893165,893166,+,38
ENCFF959WCA,chr8,893166,893167,-,65
ENCFF959WCA,chr8,893184,893185,+,31
ENCFF959WCA,chr8,893185,893186,-,27
ENCFF959WCA,chr8,893195,893196,+,31
ENCFF959WCA,chr8,893196,893197,-,7
ENCFF959WCA,chr8,893216,893217,+,42
ENCFF959WCA,chr8,893217,893218,-,25
ENCFF959WCA,chr8,893279,893280,+,22
ENCFF959WCA,chr8,893280,893281,-,0
ENCFF959WCA,chr8,893295,893296,+,64
ENCFF959WCA,chr8,893296,893297,-,43
ENCFF959WCA,chr8,893316,893317,+,25
ENCFF959WCA,chr8,893317,893318,-,33
ENCFF959WCA,chr8,893371,893372,+,0
ENCFF959WCA,chr8,893372,893373,-,0
ENCFF959WCA,chr8,893403,893404,+,0
ENCFF959WCA,chr8,893404,893405,-,11
ENCFF959WCA,chr8,893408,893409,+,0
ENCFF959WCA,chr8,893409,893410,-,33
ENCFF959WCA,chr8,893546,893547,+,0
ENCFF959WCA,chr8,893547,893548,-,18
ENCFF959WCA,chr8,893591,893592,+,29
ENCFF959WCA,chr8,893592,893593,-,16
ENCFF959WCA,chr8,893603,893604,+,57
ENCFF959WCA,chr8,893604,893605,-,17
ENCFF959WCA,chr8,893643,893644,+,25
ENCFF959WCA,chr8,893644,893645,-,29
ENCFF959WCA,chr8,893678,893679,+,33
ENCFF959WCA,chr8,893679,893680,-,33
ENCFF959WCA,chr8,893718,893719,+,82
ENCFF959WCA,chr8,893719,893720,-,85
ENCFF959WCA,chr8,893721,893722,+,100
ENCFF959WCA,chr8,893722,893723,-,80
ENCFF959WCA,chr8,893814,893815,+,0
ENCFF959WCA,chr8,893815,893816,-,0
ENCFF959WCA,chr8,893826,893827,+,13
ENCFF959WCA,chr8,893827,893828,-,0
ENCFF959WCA,chr8,893845,893846,+,0
ENCFF959WCA,chr8,893846,893847,-,6
ENCFF959WCA,chr8,893872,893873,+,22
ENCFF959WCA,chr8,893873,893874,-,56
ENCFF959WCA,chr8,893887,893888,+,71
ENCFF959WCA,chr8,893888,893889,-,29
ENCFF959WCA,chr8,893933,893934,+,33
ENCFF959WCA,chr8,893934,893935,-,100
ENCFF959WCA,chr8,893936,893937,+,33
ENCFF959WCA,chr8,893937,893938,-,90
ENCFF959WCA,chr8,893942,893943,+,67
ENCFF959WCA,chr8,893943,893944,-,100
ENCFF959WCA,chr8,893972,893973,+,33
ENCFF959WCA,chr8,893973,893974,-,38
ENCFF959WCA,chr8,893977,893978,+,0
ENCFF959WCA,chr8,893978,893979,-,14
ENCFF959WCA,chr8,893985,893986,+,0
ENCFF959WCA,chr8,893986,893987,-,30
ENCFF959WCA,chr8,894000,894001,+,0
ENCFF959WCA,chr8,894001,894002,-,6
ENCFF959WCA,chr8,894064,894065,+,0
